key,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract
X.ISI.000439034800003,Conspecific boldness and predator species determine predation-risk consequences of prey personality,"Blake, Chelsea A. and Andersson, Matilda L. and Hulthen, Kaj and Nilsson, P. Anders and Bronmark, Christer",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0340-5443,72,8,NA,2018,SPRINGER,10.1007/s00265-018-2544-0,"Individual variation in the behavior of prey can influence predation risk in complex ways. We ran individual roach (Rutilus rutilus), a common freshwater fish, through a standard refuge emergence protocol to characterize their boldness, a key animal personality trait. We then paired a bold and a shy roach and exposed the pair to one of two predator species that have contrasting hunting modes to ascertain how personality traits shaped their survival during predator encounters. When a paired bold and shy prey fish interacted with a perch predator (active foraging mode), bold and shy prey were consumed in almost equal numbers. However, pike predators (ambush foraging mode) selectively consumed more shy prey, and prey body size and boldness score both contributed significantly to which prey fish was eaten. Our findings support the idea that multiple predators with different foraging modes, and hence differential selection on prey personality, could contribute to maintaining variation in personality in prey populations. Furthermore, for social species, including shoaling fish, the ultimate consequences of an individual's personality may depend upon the personality of its nearby conspecifics. Animals of the same species often look similar, but individuals show differences in their behavior that can have important consequences, for instance when these individuals interact with predators. The common roach is a freshwater fish that shows inter-individual variation in its propensity to take risks, a key personality trait often termed boldness. Variation in boldness may affect the outcome when roach interact with predators, i.e., if they get eaten or survive. However, we found the impact of roachs' personality type depends on what species of predatory fish they face. When we put a shy and a bold roach together with predatory perch, the roachs' personality did not significantly affect which individual was eaten. But when the predator was a pike, the predators selectively ate more shy roach, and the likelihood an individual would be eaten depended on their body size."
X.ISI.000437734700005,"Boldness related to size in the hermit crab Coenobita compressus at undisturbed, but not disturbed beach","Hewes, Mackenzie E. and Chaves-Campos, Johel",ETHOLOGY,0179-1613,124,8,570-578,2018,WILEY,10.1111/eth.12766,"There is growing interest in the consequences of consistent individual behavioral differences within and between populations. We compared the magnitude, repeatability, and plasticity of boldness in the terrestrial hermit crab Coenobita compressus in three habitats with different degrees of disturbance in Costa Rica. We encourage researchers to test additional sites to assess the generality of our results. Boldness decreased with crab size at the less disturbed sites, while no relationship between size and boldness was found at the disturbed site. Boldness increased with habitat disturbance, perhaps because bolder crabs succeed in exploiting food around people. Repeatability and plasticity were similar across sites. We hypothesize that population differences may be the result of developmental plasticity when aquatic larvae settle on a beach or selection for boldness at the disturbed site acting on each new generation."
X.ISI.000439907900004,Predator macroevolution drives trophic cascades and ecosystem functioning,"Start, Denon",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8452,285,1883,NA,2018,ROYAL SOC,10.1098/rspb.2018.0384,"Biologists now recognize that ecology can drive evolution, and that evolution in turn produces ecological patterns. I extend this thinking to include longer time scales, suggesting that macroevolutionary transitions can create phenotypic differences among species, which then have predictable impacts on species interactions, community assembly and ecosystem functioning. Repeated speciation can exacerbate these patterns by creating communities with similar phenotypes and hence ecological impacts. Here, I use several experiments to test these ideas in dragonfly larvae that occupy ponds with fish, ponds without fish, or both. I show that macroevolutionary transitions between habitats cause fishless pond species to be more active relative to fish pond specialists, reducing prey abundance, shifting prey community composition and creating stronger trophic cascades. These effects scale up to the community level with predictable consequences for ecosystem multi-functioning. I suggest that macroevolutionary history can have predictable impacts on phenotypic traits, with consequences for interacting species and ecosystems."
X.ISI.000439055800023,"Evidence for personality conformity, not social niche specialization in social jays","McCune, Kelsey and Jablonski, Piotr and Lee, Sang-im and Ha, Renee",BEHAVIORAL ECOLOGY,1045-2249,29,4,910-917,2018,OXFORD UNIV PRESS INC,10.1093/beheco/ary055,"Animal personality traits are defined as consistent individual differences in behavior over time and across contexts. Occasionally this inflexibility results in maladaptive behavioral responses to external stimuli. However, in social groups inflexible behavioral phenotypes might be favored as this could lead to more predictable social interactions. Two hypotheses seek to describe the optimal distribution of personality types within groups. The social niche specialization hypothesis states that individuals within groups should partition social roles, like personality types, to avoid conflict; whereas the conformity hypothesis states that individuals should assort with conspecifics of similar personality. However, no research so far has compared these hypotheses using data from wild animal systems. We tested boldness in the wild on 2 species with different social systems, the Mexican Jay and California Scrub-Jay. We found support for the conformity hypothesis over the social niche specialization hypothesis because individuals within groups of the social species had more similar personalities, and consequently there was a statistically significant group effect. The most likely mechanism for this conformity is social learning of behaviors through development, but more explicit research on this is needed."
X.ISI.000437364900018,Captive-reared juvenile box turtles innately prefer naturalistic habitat: Implications for translocation,"Tetzlaff, Sasha J. and Sperry, Jinelle H. and DeGregorio, Brett A.",APPLIED ANIMAL BEHAVIOUR SCIENCE,0168-1591,204,NA,128-133,2018,ELSEVIER SCIENCE BV,10.1016/j.applanim.2018.03.007,"Habitat choice has broad repercussions for animals, but mechanisms influencing such choices are generally not understood. When conducting conservation translocations using captive-reared animals, elucidating mechanisms influencing habitat preference pre-release could inform rearing methods and post-release behavior. We raised 32 captive-born eastern box turtles (Terrapene earolina) for eight months-16 in naturalistic enriched enclosures and 16 in unenriched enclosures. We then let each turtle choose between environments simulating both rearing conditions in a novel enclosure to evaluate the hypothesis that rearing environment influences habitat selection. Preference for the enriched environment was exhibited by enriched (selection probability = 0.81, 95\% CI: 0.54-0.96) and unenriched (selection probability = 0.88, 95\% CI: 0.62-0.98) turtles. Those that chose the enriched habitat (n = 27) did so in less than half the time (7 = 504.8 s, 95\% CI: 266.49-743.04) than those that selected the unenriched one (n = 5, X = 1339.0 s, 95\% CI: 783.84-1894.07, P = 0.009). Selection latency did not differ between rearing treatments (P = 0.871). We conducted a second experiment to clarify if preferences were based on familiarity or novelty by using the same enclosure, but we gave individuals a choice between the habitat representing their rearing condition and a novel object (empty tissue box). Preference for respective rearing environment was exhibited by enriched (selection probability = 0.87, 95\% CI: 0.59-0.98) and unenriched (selection probability = 0.81, 95\% CI: 0.54-0.96) individuals. Selection latency did not differ based on side chosen (P = 0.439) or rearing treatment (P = 0.764). Selection latency was repeatable by individuals (R = 0.47, 90\% CI = 0.24-0.71, P = 0.003), and this personality trait may be heritable since it was also repeatable by clutch mates (R = 0.36, 90\% CI = 0.03-0.62, P = 0.001). Preference for a naturalistic environment by captive-born eastern box turtles appears to be driven by an innate mechanism rather than based on prior experience. Housing this species in enriched enclosures should increase welfare. Moreover, our collective findings highlight the importance of evaluating how intrinsic effects could affect translocation outcomes."
X.ISI.000436200000001,The pace-of-life syndrome revisited: the role of ecological conditions and natural history on the slow-fast continuum,"Montiglio, Pierre-Olivier and Dammhahn, Melanie and Messier, Gabrielle Dubuc and Reale, Denis",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0340-5443,72,7,NA,2018,SPRINGER,10.1007/s00265-018-2526-2,"The pace-of-life syndrome (i.e., POLS) hypothesis posits that behavioral and physiological traits mediate the trade-off between current and future reproduction. This hypothesis predicts that life history, behavioral, and physiological traits will covary under clearly defined conditions. Empirical tests are equivocal and suggest that the conditions necessary for the POLS to emerge are not always met. We nuance and expand the POLS hypothesis to consider alternative relationships among behavior, physiology, and life history. These relationships will vary with the nature of predation risk, the challenges posed by resource acquisition, and the energy management strategies of organisms. We also discuss how the plastic response of behavior, physiology, and life history to changes in ecological conditions and variation in resource acquisition among individuals determine our ability to detect a fast-slow pace of life in the first place or associations among these traits. Future empirical studies will provide most insights on the coevolution among behavior, physiology, and life history by investigating these traits both at the genetic and phenotypic levels in varying types of predation regimes and levels of resource abundance. We revisit the pace-of-life syndrome hypothesis, suggesting that behaviors involving a risk of death or injury should coevolve with higher metabolic rates, higher fecundity, faster growth, and heightened mortality rates. Empirical support for this hypothesis is mixed. We show how relaxing some of the assumptions underlying the pace-of-life syndrome hypothesis allows us to consider alternative relationships among behavior, physiology, and life history, and why we fail to meet the predictions posed by the pace-of-life syndrome hypothesis in some populations. Our discussion emphasizes the need to re-integrate the role of the species' natural history, ecological conditions, and phenotypic plasticity in shaping relationships among behavior, physiology, and life history."
X.ISI.000436003400002,Seasonal effects on behavior and immunity in a precocial rodent,"Guenther, Anja and Trillmich, Fritz and Czirjak, Gabor Arpad",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0340-5443,72,7,NA,2018,SPRINGER,10.1007/s00265-018-2513-7,"Environmental variation strongly influences individual life histories, behavior, and immunity. For many animals living in non-tropical regions, environmental variation due to season is very important and can be reliably predicted by photoperiod. By manipulating the pre- and post-natal photoperiod for cavies (Cavia aperea), we simulated different birth seasons that go along with predictable differences in life history. Offspring born into simulated spring conditions mature earlier, indicating a fast pace of life compared to offspring born into simulated fall. We investigated the development of two innate (titers of natural antibodies and complement) and one adaptive (immunoglobulin G) immune effectors across multiple life stages. In addition, we tested if three behaviors, indicating risk-taking and stress-coping, differed between seasons. Finally, we tested if behaviors and immune traits correlate with each other as predicted by the pace-of-life syndrome hypothesis. The season of birth influenced average trait expression of both immunity and behavior. Boldness, indicating risk-taking behavior, correlated positively with the titers of natural antibodies, fitting the predictions of the pace-of-life syndrome (POLS). However, fearlessness, indicating how an individual copes with a stressful situation, correlated positively with immunoglobulin G concentrations, against the predictions of the POLS. Together, our results show that behaviors and immune traits react to differences in expected life histories, but do not show the predicted covariation. We conclude that proximate mechanisms and different functions of traits need to be considered to predict the nature of behavior-immune associations. Individual life histories, behavior, and immunity are strongly influenced by the environment individual's experience during early life. Recent theory predicts correlations between behavior and immunity to arise as a consequence of different life histories. By simulating different birth seasons, we induced different life history expectations as well as a season-dependent development of immunity and behavior. However, correlations between behavior and immunity do not fit theoretical predictions, highlighting the need for more detailed theory."
X.ISI.000434758100002,Top predator's aggressiveness and mesopredator's risk-aversion additively determine probability of predation,"Michalko, Radek and Rezucha, Radomil",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0340-5443,72,7,NA,2018,SPRINGER,10.1007/s00265-018-2520-8,"Predator-prey interactions strongly affect ecological dynamics. Consistent inter-individual differences in behaviour (individual behavioural types, BTs) of predator and prey (or both) may fundamentally shape their mutual interactions. Several recent studies have shown that it is important to consider the interaction of BTs on both sides of predator-prey interactions. Otherwise, there is a high risk of erroneous inference about the outcome of predation. Until now, however, no study has investigated how BT vs BT interaction affects the predation of mesopredators by top predators, especially when the mesopredator is a low-ranked prey for the top predator. Such knowledge is extremely important if we want to predict the effect of individual BTs on food web dynamics. We have investigated in our laboratory experiments how foraging aggressiveness of the top predator (spider, Philodromus cespitum, Philodromidae) and risk-aversion as a form of shyness of the mesopredator (spider, Philodromus albidus, Philodromidae) determine the probability of predation. The highest explanatory power had the model with additive effects of mesopredator's risk-aversion and top predator's foraging aggressiveness. Other models, including those with BT vs BT interaction, had poor explanatory power. It was probably due to the fact that timid top predators are often choosy and do not catch low-ranked prey, while aggressive top predators are opportunists. The risk-averse mesopredators are also more cautious than risk-prone mesopredators regarding their surroundings and can defend themselves faster. Our results therefore fit with the classical hypothesis about trade-off between foraging and safety. Behavioural types of predator and prey jointly determine the mortality of prey. In our laboratory experiments, we investigated how foraging aggressiveness of a top predator spider and the risk-aversion of a mesopredator spider (potential prey) determine the probability of predation. We demonstrated that top predator's foraging aggressiveness and mesopredator's risk-aversion determine the probability of mesopredator's mortality only additively. The mesopredator's probability of being killed decreased with its risk-aversion and increased with top predator's foraging aggressiveness. The effect was additive instead of interactive because the mesopredator represents a dangerous prey for the top predator. The timid top predators are also choosy and do not attack dangerous prey, while the aggressive/non-choosy top predators are opportunistic. Further, the risk-averse mesopredators are more cautious regarding their surroundings and can react faster to the presence of a top predator, compared to risk-prone and slowly reacting mesopredators."
X.ISI.000434384900093,Individual differences in response to alcohol exposure in zebrafish (Danio rerio),"Araujo-Silva, Heloysa and Pinheiro-da-Silva, Jaquelinne and Silva, Priscila F. and Luchiari, Ana C.",PLOS ONE,1932-6203,13,6,NA,2018,PUBLIC LIBRARY SCIENCE,10.1371/journal.pone.0198856,"Personality traits are related to many aspects of one's life, including risk taking, sociability, and behavioral changes caused by psychoactive substances. This study aimed to investigate individual differences and behavioral changes due to alcohol exposure in zebrafish (Danio rerio). To that end, adult animals were separated into two behavioral profiles: bold and shy, according to their risk taking behavior in an emergence test. Bold and shy fish were allowed to explore a 5-chamber tank and were tested for exploration and sociability (shoaling behavior) following alcohol exposure. The acute drug exposure treatments were 0.0\%, 0.1\% and 0.5\% (v/v\%) alcohol. The behavioral parameters evaluated were average and maximum swimming speed, total distance traveled, total time spent immobile, and time spent near a shoal or exploring the tank. For the groups that received no alcohol (0.0\% alcohol), shy individuals spent more time near the shoal than bold fish. However, 0.5\% alcohol increased bold fish responsiveness to the shoal, while both 0.1\% and 0.5\% alcohol diminished shoaling in shy fish. Our results show that the behavioral profiles of zebrafish are affected differently by alcohol, with shy animals seemingly more sensitive to behavioral change due to drug exposure. Moreover, we confirm zebrafish as a model for alcohol induced functional (exploration and social behavior) changes that could be useful in high throughput drug screens."
X.ISI.000432505500014,Effect of the exploratory behaviour on a bird's ability to categorize a predator,"Nacarova, Jana and Vesely, Petr and Fuchs, Roman",BEHAVIOURAL PROCESSES,0376-6357,151,NA,89-95,2018,ELSEVIER SCIENCE BV,10.1016/j.beproc.2018.03.021,"Despite the encountering of a predator always being extremely threatening, there is a significant plasticity among individuals in how they cope with such a situation. In laboratory experiments with wild-caught great tits (Parus major), we tested the effect of exploratory behaviour (performance in novel food, object and environment test, startle test) on the ability of individual birds to assess the threat represented by a predator. We presented a wooden dummy of the European sparrowhawk (Accipiter nisus), an extremely dangerous predator, and its visual modifications (chimeras), changing the beak or head to be non-threatening (those of a pigeon - Columba Livia f domestica). We showed that the differences between `slow' and `fast explorers' are not very distinct, but that `slow explorers' generally tended to be more cautious in the presence of an unmodified sparrowhawk dummy, while the `fast explorers' tended to observe the dummy. On the contrary, `slow explorers' tended to treat both chimaeras (and the pigeon dummy as well) as less-threatening than `fast explorers'. Since `slow explorers' are usually considered to be more sensitive to environmental cues, it came as no surprise that most of them correctly assessed the unmodified sparrowhawk dummy as threatening, while they probably subjected the chimeras to a detailed inspection and were not confused by the presence of sparrowhawk features and assessed them as non-threatening."
X.ISI.000436590100020,Who dares does not always win: risk-averse rockpool prawns are better at controlling a limited food resource,"Maskrey, Daniel K. and White, Stephen J. and Wilson, Alastair J. and Houslay, Thomas M.",ANIMAL BEHAVIOUR,0003-3472,140,NA,187-197,2018,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,10.1016/j.anbehav.2018.04.023,"Animal `personality', the phenomenon of consistent individual differences in behaviour within populations, has been documented widely, yet its functional significance and the reasons for its persistence remain unclear. One possibility is that among-individual behavioural variation is linked to fitness-determining traits via effects on resource acquisition. In this study, we tested this idea, using rockpool prawns, Palaemon elegans, to test for a correlation between `high-risk exploration' and the ability to monopolize a limited resource. Modified open field trials (OFTs) confirmed that consistent among-individual (co)variation in high-risk exploratory behaviours does exist in this species, and multivariate analysis showed trait variation is consistent with a major axis of personality variation. Subsequent feeding trials in size-matched groups where competition was possible revealed a high repeatability of feeding duration, used here as a proxy for RHP (resource-holding potential). We found significant negative correlations between feeding duration and two `risky' behaviours, such that individuals that took fewer risks fed more. Our results are not consistent with the widely hypothesized idea of a `proactive syndrome' in which bolder, risk-taking personalities are positively associated with RHP. Rather they suggest the possibility of a trade-off, with some individuals successful at monopolizing limited, high-value resources, while others are more willing to engage in potentially risky exploration (which may increase the likelihood of encountering novel resource patches). We speculate that alternative strategies for acquiring limited resources might thereby contribute to the maintenance of personality variation observed in wild populations. (C) 2018 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
X.ISI.000434079000001,Repeatability and reproductive consequences of boldness in female gray seals,"Bubac, Christine M. and Coltman, David W. and Bowen, W. Don and Lidgard, Damian C. and Lang, Shelley L. C. and den Heyer, Cornelia E.",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0340-5443,72,6,NA,2018,SPRINGER,10.1007/s00265-018-2515-5,"Wild animals show consistent individual variation in behavior across time and/or contexts, now referred to as animal personality. While this variability may have important ecological and evolutionary implications, how and why variation in animal personality is maintained in a natural population remains unclear. In this study, we assessed the influence of environmental and biological sources of variation on behavioral responses measured along the shy-bold continuum in a long-lived, iteroparous marine mammal, the gray seal (Halichoerus grypus). Between 2008 and 2016, 469 females from the Sable Island, Nova Scotia breeding colony of gray seals were given a boldness score in response to a human approach, designed to stimulate maternal defense of offspring. Using generalized linear mixed-effects models (GLMM) in a Bayesian framework, we show that boldness is highly repeatable between and within years. There were age differences in boldness, with younger females being less bold than older, more experienced females providing some support for the life history trade-off hypothesis. We further used GLMMs to assess sources of variation on offspring weaning mass. We found that young females that were bolder produced heavier pups than shyer counterparts, and that pups produced by bolder females were on average 2 kg heavier than pups of shy females. These results provide further evidence that personality influences life history strategies, and illustrates the evolutionary potential of animal personality in response to selection. Consistent individual differences in behavior influence various aspects of ecology including species interactions, species distributions, and life history strategies. However, how and why this individual variation is maintained in a natural population remains uncertain. In this study, we assessed the influence of boldness, specifically maternal defense of offspring, on a component of reproductive success in a long-lived marine mammal. We showed highly repeatable behavioral differences, and found that boldness varied with age, with younger individuals being less bold than older individuals. Younger individuals that were bolder produced heavier offspring than shyer counterparts. Our study contributes to an under-represented group of animals, wild marine mammals, in the personality literature, and further prompts the investigation into the proximate and ultimate factors influencing personality in an ecologically important marine predator."
X.ISI.000432505500016,Impulsivity and behaviour problems in dogs: A Reinforcement Sensitivity Theory perspective,"Piotti, Patrizia and Satchell, Liam Paul and Lockhart, Tom Steven",BEHAVIOURAL PROCESSES,0376-6357,151,NA,104-110,2018,ELSEVIER SCIENCE BV,10.1016/j.beproc.2018.03.012,"Trait impulsivity is an increasingly relevant topic for human and non-human animal personality research. There are similarities in dog and human manifestations of trait impulsivity at the behavioural, genetic, and neurobiological level. We investigated a well-validated measure of dog impulsivity and responsivity (the Dog Impulsivity Assessment Scale, DIAS) and a neuropsychological theory of human trait approach and avoidance (the Reinforcement Sensitivity Theory of personality, RST). Owners reported their dogs' dispositional behaviour on the DIAS, an RST scale modified to describe dogs' behaviour, and a list of common dog behaviour problems. In a sample of 730 dogs, we observed convergence between the RST and the DIAS. There was a negative correlation between RST `Behaviour Inhibition System' and DIAS impulsivity factor ('Behavioural Regulation'). RST `Behavioural Approach System' correlated positively with DIAS `Responsiveness'. The RST `Fight-Flight-Freeze System' (FFFS) and the DIAS `Aggression and response to novelty factor were both distinct from other factors. However, the DIAS `Aggression and response to novelty' factor and the RST FFFS explained different aspects of dog behaviour problems. Importantly, whilst the DIAS factors indicated tendencies towards avoidant behaviours, the FFFS discriminated between active and passive avoidance. The findings suggest a partial overlapping between the DIAS and RST scales, and highlights the utility of personality models in investigating behaviour problems in dogs."
X.ISI.000432118800029,Personality differentially affects individual mate choice decisions in female and male Western mosquitofish (Gambusia affinis),"Chen, Bo-jian and Liu, Kai and Zhou, Lin-jun and Gomes-Silva, Guilherme and Sommer-Trembo, Carolin and Plath, Martin",PLOS ONE,1932-6203,13,5,NA,2018,PUBLIC LIBRARY SCIENCE,10.1371/journal.pone.0197197,"Consistent individual differences in behavioral tendencies (animal personality) can affect individual mate choice decisions. We asked whether personality traits affect male and female mate choice decisions similarly and whether potential personality effects are consistent across different mate choice situations. Using western mosquitofish (Gambusia affinis) as our study organism, we characterized focal individuals (males and females) twice for boldness, activity, and sociability/shoaling and found high and significant behavioral repeatability. Additionally, each focal individual was tested in two different dichotomous mate choice tests in which it could choose between computer-animated stimulus fish of the opposite sex that differed in body size and activity levels, respectively. Personality had different effects on female and male mate choice: females that were larger than average showed stronger preferences for large-bodied males with increasing levels of boldness/activity (i.e., towards more proactive personality types). Males that were larger than average and had higher shoaling tendencies showed stronger preferences for actively swimming females. Size-dependent effects of personality on the strength of preferences for distinct phenotypes of potential mating partners may reflect effects of age/experience (especially in females) and social dominance (especially in males). Previous studies found evidence for assortative mate choice based on personality types or hypothesized the existence of behavioral syndromes of individuals' choosiness across mate choice criteria, possibly including other personality traits. Our present study exemplifies that far more complex patterns of personality-dependent mate choice can emerge in natural systems."
X.ISI.000431706500006,"Animal personality and behavioral syndromes in amphibians: a review of the evidence, experimental approaches, and implications for conservation","Kelleher, Shannon R. and Silla, Aimee J. and Byrne, Phillip G.",BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,0340-5443,72,5,NA,2018,SPRINGER,10.1007/s00265-018-2493-7,"Animal personality and behavioral syndromes can have profound effects on individual fitness. Consequently, there is growing recognition that knowledge of these phenomena may assist with animal conservation. Here we review evidence for personality and behavioral syndromes in amphibians (the most threatened vertebrate class), critique experimental approaches, and explore whether knowledge in this domain might assist with endangered species management. Despite being a neglected field (research has spanned just 24 species), there is emerging evidence that frogs, toads, salamanders, and newts show personality and behavioral syndromes along three behavioral axes: boldness, exploration, and activity. Among vertebrates, amphibians are unique in having a biphasic lifecycle defined by metamorphosis and obvious transformations in morphology, physiology, and habitat use, characteristics that enable detailed examination of behavioral changes across life stages and ecological contexts. Accordingly, recent work has started to make important contributions to our understanding of the development and proximate causes of personality and behavioral syndromes, with some emerging evidence for ontogenetic stability, genetic control, and state-dependent personality. To date, however, no study has considered the conservation implications of personality for amphibians. Drawing on a conceptual framework and empirical literature for all vertebrates, we argue that there is considerable potential for knowledge of animal personality to improve amphibian conservation programs. We propose a novel paradigm to improve (i) the mating and reproductive success of captive animals by ensuring that breeding pairs are behaviorally compatible and (ii) the post-reintroduction survival and reproductive potential of animals by facilitating the selection of optimal behavioral types for release. Significance statement Animal personality and behavioral syndromes appear to be widespread in nature. Here, we review animal personality and behavioral syndromes in amphibians, an understudied taxonomic group within the field. We summarize evidence, critique methodological approaches used, and emphasize that the unique behavioral ecology of amphibians makes them a model group for studying the proximate causes and ecological consequences of personality and behavioral syndromes. We also highlight that knowledge of these phenomena may have significant conservation implications for amphibian captive breeding and reintroduction programs."
X.ISI.000430003100005,"Linking phenotypic correlations from a diverse set of laboratory tests to field behaviors in the crayfish, Orconectes virilis","Edwards, David D. and Rapin, Kathryn E. and Moore, Paul A.",ETHOLOGY,0179-1613,124,5,311-330,2018,WILEY,10.1111/eth.12734,"The presence of phenotypic behavioral correlations and their connection to fitness consequences of organisms have received considerable debate within the literature. Yet, little work has been carried out to connect any behavioral correlates found within a set of laboratory studies to natural behavior observed under complex environmental conditions. To help fill this gap, individual crayfish, collected from the same local population, completed five different behavioral assays in a laboratory setting in a random order. These data were used to reveal any possible correlations for behavioral scores across all of the laboratory tests. Subsequently, these same individuals were placed into the field and video recorded for 24hr. A separate set of field behaviors, related to the laboratory assays, were quantified from the field videos. The normalized laboratory and field behaviors were used in three stepwise statistical analyses. First, normalized data were loaded into a PCA to generate a priori hypotheses on potential behavioral correlates. These hypotheses were subsequently tested using general multiple linear regression. Finally, structural equation modeling was performed to elucidate any behavioral modules from the laboratory assays that correlated with behavioral patterns present from the fieldwork. Three laboratory-based behavioral modules were connected to three separate field assays: exploration-avoidance, bold-shy, and aggressiveness. Yet, some behaviors exhibited in the laboratory assays were uncorrelated with any behaviors found in the field and vice versa. Results from this study provide evidence that although many different behavioral correlates may exist within laboratory settings, these same modules may not translate directly into predicting behavior under natural settings."
X.ISI.000430003100007,"Lifespan and age, but not residual reproductive value or condition, are related to behaviour in wild field crickets","Fisher, David N. and David, Morgan and Rodriguez-Munoz, Rolando and Tregenza, Tom",ETHOLOGY,0179-1613,124,5,338-346,2018,WILEY,10.1111/eth.12735,"Individuals frequently show long-term consistency in behaviour over their lifetimes, referred to as personality. Various models, revolving around the use of resources and how they are valued by individuals, attempt to explain the maintenance of these different behavioural types within a population, and evaluating them is the key for understanding the evolution of behavioural variation. The pace-of-life syndrome hypothesis suggests that differences in personalities result from divergent life-history strategies, with more active/risk-taking individuals reproducing rapidly but dying young. However, studies of wild animals provide only limited support for key elements of this and related hypotheses, such as a negative relationship between residual reproductive value and activity. Furthermore, alternative models make divergent predictions regarding the relationship between risk-taking behaviours and variables consistent in the short-term, such as condition. To test these predictions, we regularly measured willingness to leave a shelter and the activity level of wild adult field crickets (Gryllus campestris) at both short and long intervals over their entire adult lives. We found some support for a pace-of-life syndrome influencing personality, as lifespan was negatively related to willingness to leave the shelter and activity. Crickets did not appear to protect their assets however, as estimates of residual reproductive value were not related to behaviour. Although there was considerable variance attributed to the short-term consistency, neither trait was affected by phenotypic condition, failing to support either of the models we tested. Our study confirms that behaviours may covary with some life-history traits and highlights the scales of temporal consistency that are more difficult to explain."
X.ISI.000429442200005,Plasticity in extended phenotype increases offspring defence despite individual variation in web structure and behaviour,"DiRienzo, Nicholas and Aonuma, Hitoshi",ANIMAL BEHAVIOUR,0003-3472,138,NA,Sep-17,2018,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,10.1016/j.anbehav.2018.01.022,"Many animals actively defend their offspring using a range of behaviours from calling and mobbing in birds, to physical grappling in crustaceans, and the expression of these behaviours positively scale with offspring value. While this role of behaviour in defence is well studied, very little is known about how other traits, specifically the structure of architectural constructions such as webs and nests, contribute to offspring defence. Additionally, although some taxa show consistent individual differences in offspring defence behaviour, it is completely unknown whether individuals also differ in defensive structures. We addressed these questions in the redback spider, Latrodectus hasselti, by measuring how a female laying an eggcase influences female behaviour and web structure, and whether those traits scale with relative reproductive investment. Our results show that females modified web structure in response to an eggcase, but only the protective elements of web structure positively scaled with the relative value of that eggcase. Finally, despite the significant correlations, fixed effects (e.g. eggcase possession/value) in the models explained only 5-23\% of the variation in behaviour and web structure, while the random effect of individual identity explained 46-65\% of the variation. This variation drove moderate to high repeatability estimates across all traits, suggesting that some individuals consistently invest relatively more in defence, while some invest less. These results highlight that extended phenotypic traits may be a critical component of offspring defence in some taxa. Furthermore, individual variation in these traits suggest that different reproductive strategies may exist, whereby some individuals invest more in reproduction at a cost to safety/foraging and vice versa. (C) 2018 The Author(s). Published by Elsevier Ltd on behalf of The Association for the Study of Animal Behaviour."
X.ISI.000429442200007,Inbreeding affects personality and fitness of a leaf beetle,"Mueller, Thorben and Juskauskas, Augustinas",ANIMAL BEHAVIOUR,0003-3472,138,NA,29-37,2018,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,10.1016/j.anbehav.2018.02.002,"Habitat loss and fragmentation, which are mostly anthropogenically caused, can lead to decreasing population sizes for many species. Consequently, the risk of inbreeding increases and inbreeding depression can be induced, which is likely to lead to a decline in fitness in inbred individuals. We investigated effects of inbreeding on fitness-related traits during ontogeny of a wild leaf beetle, Phaedon cochleariae, population. We also examined whether the behavioural phenotype, that is, personality, of adult beetles is affected by inbreeding, sex and/or age. We found evidence for inbreeding depression both at the larval stage and in adulthood. We tested the behaviour twice during adulthood and found that beetles show personality, that is, activity, exploration and boldness traits were repeatable and consistent across contexts. Moreover, the personality of inbred and outbred beetles differed significantly. In detail, boldness and exploration traits were affected by inbreeding, partly interacting with the beetles' sex or age. Most notably, inbred beetles were bolder in an unprotected environment than outbred beetles. Inbred individuals may be more risk prone in specific situations, because they have less to lose, since they reproduce less. As well as inbreeding effects on fitness-related traits, the results also show that the personality of arthropods can be affected by inbreeding. This is potentially related to inbreeding depression and thus to fitness declines in inbred individuals. Overall, decreased fitness combined with personality alterations of inbred individuals might affect the further development and survival of populations and thus possibly also (interactions with) other trophic levels of the ecosystem. (C) 2018 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved."
